customer_id,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,country,state,city,zip_code,total_population,latitude,longitude,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
2458-EOMRE,Female,19,Yes,No,No,No,0,No,United States,California,Mc Farland,93250,10781,35.666886,-119.186717,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,No,Bank transfer (automatic),64.05,40.96,733.95,0,90,450.56,1274.51,11,Yes,Yes,No,52,No,Offer D,No,0,4,4171,Stayed,24,No,0,Not Applicable,N/A
2460-FPSYH,Female,72,No,Yes,No,No,0,No,United States,California,Exeter,93221,13333,36.301689,-119.018233,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,55.8,0,2109.35,0,80,0,2189.35,40,Yes,No,No,6,No,None,No,0,1,4272,Churned,90,Yes,1,Attitude,Attitude of support person
2460-NGXBJ,Male,65,No,Yes,Yes,Yes,1,Yes,United States,California,Stockton,95206,49657,37.902422,-121.440029,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),75.2,28.64,775.3,0,0,315.04,1090.34,11,Yes,Yes,Yes,22,Yes,None,Yes,8,5,5193,Stayed,28,No,0,Not Applicable,N/A
2462-XIIJB,Male,33,No,No,No,No,0,No,United States,California,Miranda,95553,867,40.210895,-123.86,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,92.5,3.25,452.7,0,0,16.25,468.95,5,Yes,Yes,Yes,25,Yes,None,No,0,2,2810,Churned,73,Yes,1,Competitor,Competitor offered more data
2465-BLLEU,Male,31,No,No,No,No,0,No,United States,California,Salinas,93906,53946,36.722898,-121.633648,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Mailed check,19.75,10.22,19.75,0,0,10.22,29.97,1,No,Yes,No,0,No,Offer E,No,0,5,4441,Joined,33,No,0,Not Applicable,N/A
2466-FCCPT,Female,50,No,No,Yes,Yes,3,Yes,United States,California,North Fork,93643,3376,37.244307,-119.470256,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Bank transfer (automatic),19.7,7.31,395.6,0,0,146.2,541.8,20,No,Yes,No,0,No,None,Yes,7,5,4910,Stayed,30,No,0,Not Applicable,N/A
2466-NEJOJ,Male,58,No,No,Yes,Yes,3,Yes,United States,California,Bodega,94922,584,38.343282,-122.9755,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Credit card (automatic),19.65,26.17,169.75,0,0,209.36,379.11,8,No,Yes,No,0,No,Offer E,Yes,6,4,4535,Stayed,38,No,0,Not Applicable,N/A
2468-SJFLM,Male,37,No,No,No,No,0,No,United States,California,Biggs,95917,3169,39.457388,-121.818201,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,74.3,39.55,74.3,0,0,39.55,113.85,1,Yes,Yes,No,21,Yes,None,No,0,5,3063,Joined,64,No,0,Not Applicable,N/A
2469-DTSGX,Female,72,No,Yes,No,No,0,No,United States,California,Somis,93066,2966,34.297628,-119.014627,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Two Year,No,Electronic check,111.65,44.81,7943.45,0,0,3226.32,11169.77,72,Yes,Yes,Yes,14,Yes,Offer A,No,0,5,5388,Stayed,75,No,0,Not Applicable,N/A
2472-OVKUP,Male,39,No,No,Yes,Yes,2,Yes,United States,California,Canoga Park,91304,49242,34.224377,-118.632656,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,91,42.08,531,0,0,252.48,783.48,6,Yes,Yes,No,29,Yes,None,Yes,5,2,2283,Churned,94,Yes,1,Dissatisfaction,Service dissatisfaction
2474-BRUCM,Male,76,No,Yes,Yes,No,0,Yes,United States,California,Redding,96002,30338,40.527834,-122.318749,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Electronic check,101.85,2.85,4086.3,0,0,114,4200.3,40,Yes,Yes,Yes,3,Yes,None,Yes,1,1,2837,Churned,84,Yes,1,Other,Don't know
2474-LCNUE,Female,20,Yes,No,Yes,No,0,Yes,United States,California,Sunset Beach,90742,1107,33.719221,-118.073596,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Credit card (automatic),73.65,14.53,1642.75,0,0,334.19,1976.94,23,Yes,Yes,Yes,48,Yes,Offer D,Yes,5,5,2590,Stayed,61,No,0,Not Applicable,N/A
2475-MROZF,Male,36,No,No,No,No,0,No,United States,California,Murrieta,92562,36149,33.548869,-117.334165,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),95,2.87,2852.4,0,0,86.1,2938.5,30,Yes,Yes,Yes,29,Yes,Offer C,No,0,3,3597,Stayed,64,No,0,Not Applicable,N/A
2476-YGEFM,Female,24,Yes,No,No,No,0,No,United States,California,Clovis,93611,46858,36.917652,-119.593757,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),76,7.01,2215.25,0,0,203.29,2418.54,29,Yes,Yes,Yes,42,Yes,None,No,0,3,5324,Stayed,46,No,0,Not Applicable,N/A
2478-EEWWM,Male,21,Yes,No,Yes,No,0,Yes,United States,California,Glenn,95943,1454,39.597975,-122.032248,No,Yes,No,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,44.3,0,2666.75,0,20,0,2686.75,59,Yes,No,No,53,No,Offer B,Yes,1,4,5905,Stayed,28,No,0,Not Applicable,N/A
2479-BRAMR,Male,74,No,Yes,Yes,No,0,Yes,United States,California,Murphys,95247,4353,38.147852,-120.440124,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),83.75,45.84,3273.55,0,0,1879.44,5152.99,41,Yes,Yes,Yes,18,Yes,Offer B,Yes,1,1,4995,Churned,71,Yes,1,Competitor,Competitor offered more data
2480-EJWYP,Female,66,No,Yes,Yes,No,0,Yes,United States,California,Roseville,95747,25418,38.784329,-121.373245,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),97.8,45.37,5458.8,0,0,2631.46,8090.26,58,Yes,Yes,Yes,28,Yes,Offer B,Yes,5,3,6019,Stayed,23,No,0,Not Applicable,N/A
2480-JZOSN,Female,64,No,No,Yes,No,0,Yes,United States,California,Woody,93287,88,35.710244,-118.881679,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Mailed check,20.65,35.24,20.65,0,0,35.24,55.89,1,No,Yes,No,0,No,None,Yes,8,4,4517,Joined,59,No,0,Not Applicable,N/A
2480-SQIOB,Male,40,No,No,Yes,Yes,2,Yes,United States,California,Woodland Hills,91364,25988,34.153733,-118.593408,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,44.8,25.9,169.65,0,0,103.6,273.25,4,Yes,Yes,No,19,Yes,Offer E,Yes,1,5,2114,Stayed,63,No,0,Not Applicable,N/A
2481-SBOYW,Female,62,No,No,No,Yes,1,No,United States,California,San Bernardino,92405,24644,34.142747,-117.300864,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Credit card (automatic),25,32.05,1498.35,0,0,1955.05,3453.4,61,No,Yes,Yes,0,No,Offer B,No,0,4,4673,Stayed,54,No,0,Not Applicable,N/A
2482-CZGBB,Male,41,No,No,No,No,0,No,United States,California,Anaheim,92804,81333,33.818,-117.974404,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70,27.28,740,0,0,272.8,1012.8,10,Yes,Yes,No,27,Yes,None,No,0,1,3156,Churned,67,Yes,1,Competitor,Competitor had better devices
2483-XSSMZ,Female,22,Yes,No,No,No,0,No,United States,California,Orinda,94563,17964,37.873916,-122.20522,Yes,Yes,Yes,No,No,No,No,No,No,DSL,One Year,Yes,Electronic check,47.85,25.33,1886.4,0,70,987.87,2944.27,39,Yes,Yes,No,82,No,None,No,0,3,5531,Stayed,23,No,0,Not Applicable,N/A
2484-DGXPZ,Female,45,No,No,Yes,No,0,Yes,United States,California,San Dimas,91773,33878,34.102119,-117.815532,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Mailed check,19.55,30.07,658.95,0,0,932.17,1591.12,31,No,Yes,No,0,No,None,Yes,1,3,2687,Churned,67,Yes,1,Attitude,Attitude of support person
2485-ITVKB,Female,36,No,No,Yes,No,0,Yes,United States,California,Northridge,91325,32307,34.236683,-118.517588,No,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,35.1,0,68.75,0,10,0,78.75,2,Yes,No,No,12,No,Offer E,Yes,1,2,2643,Churned,78,Yes,1,Attitude,Attitude of support person
2486-WYVVE,Male,47,No,No,Yes,No,0,Yes,United States,California,Sacramento,95830,592,38.490508,-121.284171,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,79.3,3.12,2484,0,0,96.72,2580.72,31,Yes,Yes,Yes,6,Yes,None,Yes,1,5,5238,Stayed,34,No,0,Not Applicable,N/A
2495-INZWQ,Male,44,No,No,No,No,0,No,United States,California,San Juan Bautista,95045,3402,36.810568,-121.503022,No,Yes,No,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,44.55,0,174.3,0,10,0,184.3,4,Yes,No,No,20,No,Offer E,No,0,2,5605,Churned,66,Yes,1,Attitude,Attitude of service provider
2495-KZNFB,Female,26,Yes,No,No,No,0,No,United States,California,La Mesa,91942,24005,32.782501,-117.01611,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.65,16.76,2989.6,0,0,553.08,3542.68,33,Yes,Yes,Yes,85,Yes,None,No,0,4,4460,Stayed,44,No,0,Not Applicable,N/A
2495-TTHBQ,Female,52,No,No,No,Yes,1,No,United States,California,La Quinta,92253,23971,33.695532,-116.310571,Yes,No,No,No,No,No,No,No,No,None,One Year,Yes,Mailed check,20.4,32.15,84.75,0,0,128.6,213.35,4,No,Yes,No,0,No,None,No,0,3,5602,Stayed,24,No,0,Not Applicable,N/A
2498-XLDZR,Female,26,Yes,No,Yes,Yes,1,Yes,United States,California,San Diego,92113,47431,32.697098,-117.116587,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,No,Mailed check,73.6,19.76,2316.85,12.66,0,632.32,2936.51,32,Yes,Yes,No,59,Yes,None,Yes,1,4,4343,Stayed,42,No,0,Not Applicable,N/A
2499-AJYUA,Female,69,No,Yes,Yes,No,0,Yes,United States,California,Benton,93512,340,37.653947,-118.231443,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Two Year,Yes,Credit card (automatic),110.8,15.85,7882.25,0,0,1141.2,9023.45,72,Yes,Yes,Yes,2,Yes,Offer A,Yes,8,5,5933,Stayed,80,No,0,Not Applicable,N/A
2501-XWWTZ,Male,51,No,No,No,No,0,No,United States,California,San Clemente,92673,15297,33.4725,-117.584273,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,70.2,1.01,760.05,0,0,11.11,771.16,11,Yes,Yes,No,8,Yes,None,No,0,5,2535,Stayed,34,No,0,Not Applicable,N/A
2504-DSHIH,Male,66,No,Yes,Yes,No,0,Yes,United States,California,Thousand Oaks,91360,42526,34.214054,-118.88109,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,One Year,No,Electronic check,86.8,42.59,1975.85,0,0,979.57,2955.42,23,Yes,Yes,Yes,2,Yes,None,Yes,1,3,5788,Stayed,38,No,0,Not Applicable,N/A
2506-CLAKW,Female,20,Yes,No,No,No,0,No,United States,California,Ventura,93003,46894,34.279221,-119.221437,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),98.15,20.26,567.45,0,0,121.56,689.01,6,Yes,Yes,No,26,Yes,Offer E,No,0,1,3578,Churned,80,Yes,1,Attitude,Attitude of support person
2506-TNFCO,Female,76,No,Yes,Yes,No,0,Yes,United States,California,Riverside,92509,63999,34.004379,-117.447864,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,69.55,12.46,69.55,0,0,12.46,82.01,1,Yes,Yes,No,22,Yes,None,Yes,1,2,5948,Churned,67,Yes,1,Dissatisfaction,Network reliability
2507-QZPQS,Male,24,Yes,No,No,No,0,No,United States,California,La Mirada,90638,47568,33.902045,-118.008961,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,95.7,9.97,1451.1,0,0,149.55,1600.65,15,Yes,Yes,Yes,47,Yes,None,No,0,5,4999,Stayed,23,No,0,Not Applicable,N/A
2509-TFPJU,Male,62,No,No,Yes,No,0,Yes,United States,California,Torrance,90505,34873,33.807882,-118.347957,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Credit card (automatic),25.75,40.04,1864.2,0,0,2882.88,4747.08,72,No,Yes,Yes,0,No,None,Yes,1,5,4413,Stayed,24,No,0,Not Applicable,N/A
2511-ALLCS,Female,38,No,No,Yes,Yes,3,Yes,United States,California,Temple City,91780,32718,34.101608,-118.055848,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),24.3,18.86,821.6,0,0,660.1,1481.7,35,No,Yes,Yes,0,No,None,Yes,5,4,5998,Stayed,32,No,0,Not Applicable,N/A
2511-MORQY,Male,46,No,No,Yes,No,0,Yes,United States,California,Torrance,90502,17058,33.833181,-118.292062,Yes,Yes,No,No,Yes,No,No,No,No,DSL,One Year,No,Bank transfer (automatic),54.9,10.33,2614.1,0,0,516.5,3130.6,50,Yes,Yes,Yes,6,Yes,Offer B,Yes,4,4,4322,Stayed,41,No,0,Not Applicable,N/A
2514-GINMM,Male,60,No,No,No,No,0,No,United States,California,Dana Point,92629,27730,33.477923,-117.705314,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,79.5,48.97,79.5,0,0,48.97,128.47,1,Yes,Yes,No,23,No,Offer E,No,0,2,4490,Churned,92,Yes,1,Attitude,Attitude of service provider
2516-VQRRV,Female,77,No,Yes,No,No,0,No,United States,California,Culver City,90230,31963,33.993991,-118.39704,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,75.45,23.46,158.4,0,0,46.92,205.32,2,Yes,Yes,Yes,25,Yes,None,No,0,3,3350,Churned,65,Yes,1,Price,Long distance charges
2516-XSJKX,Female,20,Yes,No,Yes,Yes,2,Yes,United States,California,San Juan Bautista,95045,3402,36.810568,-121.503022,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,78.45,32.29,3126.45,0,0,1323.89,4450.34,41,Yes,Yes,No,69,Yes,None,Yes,1,3,5468,Stayed,27,No,0,Not Applicable,N/A
2519-ERQOJ,Male,74,No,Yes,No,No,0,No,United States,California,Desert Hot Springs,92241,5529,33.832799,-116.250973,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Cable,One Year,Yes,Electronic check,54.6,0,1803.7,0,0,0,1803.7,33,Yes,No,No,11,Yes,Offer C,No,0,4,5322,Stayed,30,No,0,Not Applicable,N/A
2519-FAKOD,Male,30,No,No,No,No,0,No,United States,California,Tehachapi,93561,25805,35.073777,-118.652112,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),99.25,31.27,3777.15,0,0,1188.26,4965.41,38,Yes,Yes,Yes,85,Yes,Offer C,No,0,1,5274,Churned,76,Yes,1,Competitor,Competitor had better devices
2519-LBNQL,Male,80,No,Yes,Yes,No,0,Yes,United States,California,Artesia,90701,16398,33.867593,-118.080637,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,104.35,22.95,6339.45,41.23,0,1377,7675.22,60,Yes,Yes,Yes,15,Yes,None,Yes,2,4,4040,Stayed,73,No,0,Not Applicable,N/A
2519-TWKFS,Male,34,No,No,Yes,Yes,1,Yes,United States,California,Blocksburg,95514,199,40.309088,-123.668201,Yes,Yes,No,No,No,Yes,No,No,No,DSL,One Year,Yes,Mailed check,55.1,47.1,1466.1,0,0,1177.5,2643.6,25,Yes,Yes,Yes,25,Yes,None,Yes,2,4,2499,Stayed,40,No,0,Not Applicable,N/A
2520-SGTTA,Female,23,Yes,No,Yes,Yes,3,Yes,United States,California,Ben Lomond,95005,6407,37.078873,-122.090386,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Mailed check,20,20.05,200,0,0,200.5,400.5,0,No,Yes,No,0,No,Offer E,Yes,4,4,3763,Stayed,27,No,0,Not Applicable,N/A
2521-NPUZR,Male,26,Yes,No,Yes,No,0,Yes,United States,California,Santa Maria,93458,43684,34.95934,-120.490081,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),101,41.05,7085.5,0,0,2873.5,9959,70,Yes,Yes,No,59,Yes,Offer A,Yes,9,3,5025,Stayed,48,No,0,Not Applicable,N/A
2522-AHJXR,Male,36,No,No,Yes,No,0,Yes,United States,California,Death Valley,92328,443,36.27688,-117.033326,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),109.45,4.59,6572.85,0,0,275.4,6848.25,60,Yes,Yes,Yes,9,Yes,None,Yes,6,4,4350,Stayed,77,No,0,Not Applicable,N/A
2522-WLNSF,Female,74,No,Yes,Yes,No,0,Yes,United States,California,Los Olivos,93441,1317,34.70434,-120.02609,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Cable,One Year,No,Bank transfer (automatic),64.2,12.33,2106.3,0,0,419.22,2525.52,34,Yes,Yes,No,23,Yes,None,Yes,2,4,2225,Stayed,34,No,0,Not Applicable,N/A
2523-EWWZL,Female,26,Yes,No,Yes,No,0,Yes,United States,California,Blythe,92225,24659,33.674583,-114.71612,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,76.1,39.67,2093.4,30.14,0,1071.09,3134.35,27,Yes,Yes,No,59,Yes,Offer C,No,0,3,3291,Stayed,43,No,0,Not Applicable,N/A
2525-GVKQU,Female,60,No,No,No,No,0,No,United States,California,Santa Margarita,93453,2687,35.303926,-120.256567,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Mailed check,20.6,47.07,1093,0,0,2824.2,3917.2,60,No,Yes,No,0,No,Offer B,No,0,3,4192,Stayed,35,No,0,Not Applicable,N/A
2528-HFYZX,Male,66,No,Yes,Yes,No,0,Yes,United States,California,Santa Ana,92706,37879,33.765893,-117.881533,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,76.45,1.05,1233.4,0,0,17.85,1251.25,17,Yes,Yes,No,8,Yes,None,Yes,2,1,3266,Churned,92,Yes,1,Competitor,Competitor had better devices
2530-ENDWQ,Female,55,No,No,Yes,No,0,Yes,United States,California,Rio Dell,95562,3284,40.485849,-124.163234,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),93.7,40.52,6585.35,0,0,2876.92,9462.27,71,Yes,Yes,Yes,17,Yes,Offer A,Yes,2,3,4296,Churned,91,Yes,1,Competitor,Competitor offered more data
2530-FMFXO,Male,38,No,No,Yes,Yes,1,Yes,United States,California,Irvine,92602,2762,33.720359,-117.733655,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,103.2,42.16,5873.75,0,0,2360.96,8234.71,56,Yes,Yes,Yes,19,Yes,Offer B,Yes,3,3,4478,Stayed,55,No,0,Not Applicable,N/A
2533-QVMSK,Male,46,No,No,Yes,No,0,Yes,United States,California,March Air Reserve Base,92518,1005,33.888323,-117.277533,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Electronic check,94.1,26.94,5638.3,0,0,1643.34,7281.64,61,Yes,Yes,Yes,11,Yes,Offer B,Yes,9,3,6295,Churned,71,Yes,1,Competitor,Competitor offered more data
2533-TIBIX,Male,59,No,No,Yes,Yes,2,Yes,United States,California,Oak Run,96069,829,40.689243,-122.037023,No,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),30.2,0,469.65,0,0,0,469.65,15,Yes,No,No,16,Yes,None,Yes,8,4,5825,Stayed,78,No,0,Not Applicable,N/A
2535-PBCGC,Female,21,Yes,No,Yes,No,0,Yes,United States,California,San Diego,92108,11650,32.774046,-117.142454,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),64.55,0,4504.9,46.06,0,0,4458.84,70,Yes,No,No,46,Yes,Offer A,Yes,5,3,4858,Stayed,30,No,0,Not Applicable,N/A
2538-OIMXF,Female,29,Yes,No,No,Yes,1,No,United States,California,Cathedral City,92234,43141,33.829583,-116.474131,No,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,24.7,0,24.7,0,70,0,94.7,1,Yes,No,No,48,No,Offer E,No,0,5,3065,Joined,55,No,0,Not Applicable,N/A
2541-YGPKE,Male,29,Yes,No,Yes,Yes,3,Yes,United States,California,Lemon Cove,93244,293,36.462671,-118.997291,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),63.7,44.95,2763.35,0,0,1887.9,4651.25,42,Yes,Yes,No,69,Yes,None,Yes,10,4,3764,Stayed,55,No,0,Not Applicable,N/A
2542-HYGIQ,Female,58,No,No,No,No,0,No,United States,California,Palo Alto,94303,45499,37.45809,-122.115398,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,No,Credit card (automatic),19.95,38.84,19.95,0,0,38.84,58.79,1,No,Yes,No,0,No,None,No,0,5,2732,Joined,48,No,0,Not Applicable,N/A
2545-EBUPK,Female,70,No,Yes,No,No,0,No,United States,California,Los Angeles,90045,39334,33.954017,-118.402447,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,84.05,21.9,186.05,0,0,43.8,229.85,2,Yes,Yes,Yes,22,Yes,Offer E,No,0,3,5039,Joined,72,No,0,Not Applicable,N/A
2545-LXYVJ,Male,19,Yes,No,Yes,No,0,Yes,United States,California,Suisun City,94585,39279,38.197907,-122.017258,Yes,No,No,No,No,No,No,No,No,None,Two Year,No,Bank transfer (automatic),20.7,21.72,1492.1,0,0,1563.84,3055.94,72,No,Yes,No,0,No,Offer A,Yes,1,3,6317,Stayed,55,No,0,Not Applicable,N/A
2546-KZAAT,Male,28,Yes,No,Yes,No,0,Yes,United States,California,San Diego,92119,21866,32.802959,-117.027095,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,75.4,10.4,3865.45,0,0,540.8,4406.25,52,Yes,Yes,No,85,Yes,None,Yes,9,5,5211,Stayed,59,No,0,Not Applicable,N/A
2550-AEVRU,Female,33,No,No,Yes,Yes,2,Yes,United States,California,Woodland Hills,91364,25988,34.153733,-118.593408,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,One Year,No,Electronic check,53.45,17.01,3053,0,0,969.57,4022.57,57,Yes,Yes,No,11,Yes,None,Yes,1,3,5660,Stayed,21,No,0,Not Applicable,N/A
2550-QHZGP,Male,48,No,No,No,No,0,No,United States,California,Calexico,92231,27804,32.690654,-115.431225,Yes,No,No,No,No,No,No,No,No,None,One Year,No,Mailed check,19.5,30.58,128.6,0,0,214.06,342.66,7,No,Yes,No,0,No,Offer E,No,0,5,4271,Stayed,71,No,0,Not Applicable,N/A
2558-BUOZZ,Male,51,No,No,No,No,0,No,United States,California,Glendale,91204,17015,34.136306,-118.26036,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),94.8,40.25,4535.85,3.34,0,1891.75,6424.26,47,Yes,Yes,Yes,20,Yes,Offer B,No,0,4,5022,Stayed,66,No,0,Not Applicable,N/A
2560-PPCHE,Female,22,Yes,No,No,No,0,No,United States,California,Huntington Beach,92649,32304,33.721917,-118.043237,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),105.05,26.83,6744.25,0,0,1743.95,8488.2,65,Yes,Yes,Yes,59,Yes,None,No,0,5,5742,Stayed,73,No,0,Not Applicable,N/A
2560-QTSBS,Female,26,Yes,No,Yes,Yes,2,Yes,United States,California,Pomona,91766,69974,34.042286,-117.756106,Yes,No,No,No,No,No,No,No,No,None,One Year,Yes,Bank transfer (automatic),23.3,18.14,1623.15,0,0,1306.08,2929.23,72,No,Yes,Yes,0,No,None,Yes,6,5,4152,Stayed,30,No,0,Not Applicable,N/A
2560-WBWXF,Male,45,No,No,No,No,0,No,United States,California,March Air Reserve Base,92518,1005,33.888323,-117.277533,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Bank transfer (automatic),24.15,37.79,1498.85,0,0,2569.72,4068.57,68,No,Yes,Yes,0,No,None,No,0,4,5987,Stayed,70,No,0,Not Applicable,N/A
2565-JSLRY,Male,21,Yes,No,No,No,0,No,United States,California,Bakersfield,93306,53481,35.449881,-118.841442,Yes,No,No,No,No,No,No,No,No,None,Month-to-Month,Yes,Mailed check,24.05,20.26,24.05,0,0,20.26,44.31,1,No,Yes,Yes,0,No,None,No,0,2,3162,Churned,67,Yes,1,Price,Price too high
2568-BRGYX,Male,43,No,No,No,No,0,No,United States,California,Dixon,95620,18529,38.392821,-121.799917,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.2,13.02,237.95,0,0,52.08,290.03,4,Yes,Yes,No,15,Yes,None,No,0,1,5094,Churned,92,Yes,1,Competitor,Competitor had better devices
2568-OIADY,Female,26,Yes,No,Yes,No,0,Yes,United States,California,Escondido,92027,48690,33.141265,-116.967221,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,99.5,36.29,3762,0,0,1342.73,5104.73,37,Yes,Yes,Yes,27,Yes,None,Yes,1,1,4233,Churned,92,Yes,1,Competitor,Competitor made better offer
2569-WGERO,Female,30,No,No,No,No,0,No,United States,California,Landers,92285,2182,34.341737,-116.539416,Yes,No,No,No,No,No,No,No,No,None,Two Year,Yes,Bank transfer (automatic),21.15,22.77,1419.4,19.31,0,1639.44,3039.53,72,No,Yes,No,0,No,None,No,0,5,5306,Stayed,45,No,0,Not Applicable,N/A
2573-GYRUU,Male,65,No,Yes,Yes,No,0,Yes,United States,California,San Miguel,93451,2666,35.886767,-120.608661,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),91.05,25.19,4370.75,0,0,1209.12,5579.87,48,Yes,Yes,Yes,22,Yes,None,Yes,1,4,3594,Stayed,60,No,0,Not Applicable,N/A
